actor,count
ROUOPPMED,2
ROUPTY,538
ROURAD,20
ROUREB,38
ROUREF,97
ROUREL,226
ROUSPY,550
ROUUAF,33
RUN,43
RUP,5
RUS,2722010
RUSAGR,278
RUSBUS,26598
RUSCHR,368
RUSCHRCTH,178
RUSCHRPRO,11
RUSCOP,36379
RUSCRM,4401
RUSCVL,33965
RUSEDU,7360
RUSELI,21352
RUSELIBUS,58
RUSELICOP,53
RUSELICVL,30
RUSELIEDU,13
RUSELIGOV,6985
RUSELIINS,1
RUSELIJUD,5
RUSELILEG,69
RUSELIMED,36
RUSELIMIL,6
RUSELIOPP,42
RUSELIPTY,52
RUSELIREB,1
RUSELISPY,10
RUSELIUAF,1
RUSENV,146
RUSGOV,539173
RUSGOVAGR,1157
RUSGOVBUS,6166
RUSGOVBUSCOP,5
RUSGOVBUSELI,2
RUSGOVBUSGOVMED,295
RUSGOVCHR,1
RUSGOVCOP,96
RUSGOVCRM,9
RUSGOVCVL,7
RUSGOVDEV,1423
RUSGOVDEVELI,6
RUSGOVDEVGOVHLH,77
RUSGOVEDU,555
RUSGOVEDUMED,2
RUSGOVELI,276
RUSGOVENV,295
RUSGOVGOVAGR,47
RUSGOVGOVBUS,2
RUSGOVGOVENV,30
RUSGOVGOVHRI,8
RUSGOVGOVJUD,260
RUSGOVGOVMED,1
RUSGOVGOVMIL,34
RUSGOVGOVPTY,33
RUSGOVHLH,1114
RUSGOVHRI,18
RUSGOVJUD,4156
RUSGOVJUDELI,3
RUSGOVLAB,131
RUSGOVLEG,21
RUSGOVMED,3044
RUSGOVMIL,32764
RUSGOVMILBUS,1
RUSGOVMILCOP,2
RUSGOVMILCRM,2
RUSGOVMILELI,5
RUSGOVMILMED,7
RUSGOVMILPTY,4
RUSGOVMOS,1
RUSGOVOPP,26
RUSGOVPTY,415
RUSGOVREB,1
RUSGOVREL,20
RUSGOVSPY,322
RUSGOVSPYELI,1
RUSHIN,18
RUSHLH,2762
RUSHRI,804
RUSIMG,19
RUSINS,24
RUSJEW,499
RUSJUD,16333
RUSJUDMOS,68
RUSLAB,2306
RUSLEG,33090
RUSMED,70017
RUSMIL,78018
RUSMILCOP,22
RUSMILGOV,84
RUSMILJUD,50
RUSMILSPY,338
RUSMOS,437
RUSMOSUAF,45
RUSOPP,8766
RUSOPPDEV,1
RUSOPPMED,112
RUSOPPUAF,23
RUSPTY,6293
RUSRAD,235
RUSREB,6026
RUSREBMOS,41
RUSREF,1486
RUSREL,2124
RUSSEP,2983
RUSSET,23
RUSSPY,3929
RUSUAF,5147
RWA,203983
RWAAGR,64
RWABUS,450
RWACHR,96
RWACHRCTH,67
RWACHRPRO,11
RWACOP,1190
RWACRM,156
RWACVL,1523
RWAEDU,784
RWAELI,3582
RWAELIGOV,379
RWAELIGOVMIL,110
RWAELIJUD,1
RWAELIMIL,63
RWAELIPTY,8
RWAELIREB,4
RWAENV,2
RWAGOV,31616
RWAGOVAGR,134
RWAGOVAGRGOVDEV,4
RWAGOVBUS,257
RWAGOVBUSPTY,4
RWAGOVCOP,6
RWAGOVDEV,182
RWAGOVEDU,199
RWAGOVELI,8
RWAGOVENV,36
RWAGOVGOVDEV,8
RWAGOVGOVENV,4
RWAGOVGOVMIL,8
RWAGOVGOVPTY,1
RWAGOVHLH,308
RWAGOVHRI,27
RWAGOVJUD,657
RWAGOVLAB,27
RWAGOVMED,260
RWAGOVMIL,594
RWAGOVPTY,57
RWAGOVREB,15
RWAGOVREF,37
RWAHLH,352
RWAHRI,21
RWAINS,29
RWAJEW,2
RWAJUD,1767
RWALAB,76
RWALEG,610
RWAMED,3145
RWAMIL,5238
RWAMILCOP,2
RWAMILGOV,92
RWAMILJUD,17
RWAMILSPY,19
RWAMOS,3
RWAOPP,508
RWAOPPMED,5
RWAPTY,166
RWARAD,79
RWAREB,2356
RWAREF,4314
RWAREL,471
RWASEP,111
RWASET,10
RWASPY,82
RWAUAF,600
SAD,4
SAG,505
SAGBUS,2
SAGCOP,4
SAGCVL,7
SAGEDU,2
SAGMOS,1
SAGREL,1
SAH,3
SAL,291
SALBUS,2
SALCVL,2
SALEDU,2
SALGOV,4
SAR,17833
SARAGR,24
SARBUS,53
SARCOP,30
SARCRM,2
SARCVL,68
SAREDU,40
SARELI,21
SARENV,4
SARGOV,282
SARGOVAGR,2
SARGOVREL,1
SARHLH,16
SARHRI,1
SARJEW,1
SARJUD,200
SARLAB,5
SARLEG,11
SARMED,184
SARMIL,20
SAROPP,16
SARPTY,1
SARREB,3
SARREF,1
SARREL,5
SARUAF,4
SAS,30196
SASAGR,1
SASBUS,83
SASCHR,4
SASCOP,14
SASCRM,13
SASCVL,286
SASEDU,150
SASELI,8
SASGOV,561
SASGOVEDU,13
SASGOVENV,9
SASGOVHRI,4
SASGOVMED,6
SASGOVMIL,2
SASHLH,7
SASHRI,1
SASJUD,7
SASLAB,21
SASLEG,63
SASMED,1351
SASMIL,20
SASMOS,13
SASMOSRAD,1
SASOPP,9
SASPTY,4
SASRAD,11
SASREB,6
SASREF,7
SASREL,61
SASSET,2
SASSPY,20
SASUAF,30
SAU,527485
SAUAGR,22
SAUBUD,1
SAUBUS,6620
SAUCHR,68
SAUCOP,6149
SAUCRM,207
SAUCVL,3636
SAUEDU,2838
SAUELI,43827
SAUELIBUS,106
SAUELICOP,121
SAUELICRM,5
SAUELICVL,13
SAUELIEDU,17
SAUELIGOV,15782
SAUELIGOVAGR,3
SAUELIGOVBUS,12
SAUELIGOVDEV,1
SAUELIGOVEDU,6
SAUELIGOVHLH,14
SAUELIGOVLAB,2
SAUELIGOVMED,10
SAUELIGOVMIL,5
SAUELIGOVPTY,1
SAUELIGOVREL,9
SAUELIHLH,22
SAUELIIMG,1
SAUELIJUD,173
SAUELILAB,1
SAUELILEG,35
SAUELIMED,106
SAUELIMIL,75
SAUELIMOS,72
SAUELIMOSUAF,4
SAUELIOPP,37
SAUELIPTY,36
SAUELIREB,1074
SAUELIREF,2
SAUELIREL,16
SAUELISEP,44
SAUELISPY,8
SAUELIUAF,84
SAUENV,3
SAUGOV,181833
SAUGOVAGR,123
SAUGOVBUS,490
SAUGOVBUSGOVMED,4
SAUGOVCOP,122
SAUGOVCRM,5
SAUGOVCVL,97
SAUGOVDEV,7
SAUGOVEDU,579
SAUGOVELI,161
SAUGOVENV,3
SAUGOVGOVAGR,3
SAUGOVGOVBUS,28
SAUGOVGOVCOP,2
SAUGOVGOVEDU,23
SAUGOVGOVENV,19
SAUGOVGOVHLH,46
SAUGOVGOVJUD,2
SAUGOVGOVLAB,1
SAUGOVGOVMED,3
SAUGOVGOVMIL,3
SAUGOVHLH,521
SAUGOVHRI,66
SAUGOVJUD,285
SAUGOVLAB,310
SAUGOVLEG,47
SAUGOVMED,591
SAUGOVMIL,2383
SAUGOVMILSPY,3
SAUGOVMOS,121
SAUGOVOPP,88
SAUGOVPTY,71
SAUGOVREB,110
SAUGOVREL,70
SAUGOVSEACRM,1
SAUGOVSEP,35
SAUGOVSPY,152
SAUGOVUAF,82
SAUHIN,3
SAUHLH,1579
SAUHRI,649
SAUHRIMED,3
SAUJEW,15
SAUJUD,1401
SAUJUDMOS,15
SAUJUDREL,9
SAULAB,342
SAULEG,946
SAUMED,14322
SAUMIL,3941
SAUMILCOP,1
SAUMILGOV,10
SAUMILJUD,4
SAUMILSPY,4
SAUMOS,682
SAUMOSUAF,47
SAUOPP,2551
SAUOPPDEV,11
SAUOPPUAF,1
SAUPTY,66
SAURAD,103
SAUREB,273
SAUREBMOS,3
SAUREF,152
SAUREL,1301
SAUSEP,4
SAUSPY,941
SAUUAF,991
SAUUAFMOS,3
SCGGOV,184
SCGGOVREF,21
SCGSRB,175040
SCGSRBAGR,33
SCGSRBBUS,534
SCGSRBCHR,20
SCGSRBCHRCTH,4
SCGSRBCOP,1242
SCGSRBCRM,230
SCGSRBCVL,2551
SCGSRBEDU,260
SCGSRBELI,374
SCGSRBGOV,15924
SCGSRBGOVAGR,50
SCGSRBGOVBUS,226
SCGSRBGOVDEV,18
SCGSRBGOVEDU,62
SCGSRBGOVENV,10
SCGSRBGOVHLH,50
SCGSRBGOVJUD,4
SCGSRBGOVLAB,32
SCGSRBGOVMED,284
SCGSRBGOVMIL,417
SCGSRBGOVPTY,43
SCGSRBHLH,99
SCGSRBHRI,10
SCGSRBJEW,5
SCGSRBJUD,1136
SCGSRBLAB,219
SCGSRBLEG,877
SCGSRBMED,1698
SCGSRBMIL,718
SCGSRBMILGOV,17
SCGSRBMILJUD,1
SCGSRBMILSPY,2
SCGSRBMOS,30
SCGSRBOPP,767
SCGSRBOPPDEV,1
SCGSRBOPPUAF,5
SCGSRBPTY,2686
SCGSRBRAD,8
SCGSRBREB,75
SCGSRBREF,88
SCGSRBREL,157
SCGSRBSEP,188
SCGSRBSPY,51
SCGSRBUAF,49
SCN,1935
SCNAGR,2
SCNBUS,43
SCNCHR,3
SCNCOP,42
SCNCRM,767
SCNCVL,20
SCNEDU,5
SCNELI,13
SCNGOV,32
SCNHLH,3
SCNJUD,91
SCNLAB,1
SCNLEG,11
SCNMED,26
SCNMILGOV,1
SCNOPP,3
SCNPTY,16
SCNREB,1
SCNREF,3
SCNREL,32
SCO,32102
SCOAGR,43
SCOBUS,572
SCOCHR,11
SCOCHRCTH,6
SCOCHRPRO,39
SCOCOP,1418
SCOCRM,198
SCOCVL,522
SCOEDU,468
SCOELI,202
SCOENV,13
SCOGOV,8995
SCOGOVAGR,4
SCOGOVEDU,34
SCOGOVENV,30
SCOGOVHLH,27
SCOGOVHRI,10
SCOGOVLAB,1
SCOGOVMED,30
SCOGOVMIL,1
SCOHLH,208
SCOHRI,1
SCOJEW,2
SCOJUD,866
SCOLAB,142
SCOLEG,2893
SCOMED,437
SCOMIL,223
SCOMOS,46
SCOOPP,39
SCOPTY,149
SCOREB,13
SCOREF,33
SCOREL,59
SCOSEP,27
SCOSET,14
SCOSPY,5
SCOUAF,9
SDN,494939
SDNAGR,73
SDNBUS,1228
SDNCHR,156
SDNCHRCTH,83
SDNCHRPRO,11
SDNCOP,2442
SDNCRM,440
SDNCVL,5201
SDNEDU,1438
SDNELI,3308
SDNELICVL,2
SDNELIGOV,36
SDNELIMED,5
SDNELIMIL,4
SDNELIMOS,8
SDNELIOPP,17
SDNELIPTY,27
SDNENV,2
SDNGOV,105717
SDNGOVAGR,242
SDNGOVBUS,406
SDNGOVCOP,29
SDNGOVCVL,27
SDNGOVDEV,10
SDNGOVEDU,83
SDNGOVELI,6
SDNGOVENV,6
SDNGOVGOVAGR,1
SDNGOVGOVMED,12
SDNGOVGOVMIL,2
SDNGOVHLH,198
SDNGOVHRI,13
SDNGOVJUD,162
SDNGOVLAB,80
SDNGOVMED,665
SDNGOVMIL,1208
SDNGOVPTY,571
SDNGOVREB,2
SDNGOVREL,3
SDNGOVUAF,34
SDNHLH,360
SDNHRI,64
SDNIMG,1
SDNINS,3
SDNJEW,15
SDNJUD,1441
SDNJUDMOS,1
SDNLAB,627
SDNLEG,2485
SDNLEGGOV,4
SDNMED,7338
SDNMIL,11015
SDNMILCOP,2
SDNMILGOV,3
SDNMILJUD,4
SDNMILSPY,71
SDNMOS,502
SDNMOSREB,25
SDNMOSUAF,2
SDNOPP,2571
SDNOPPEDU,21
SDNOPPMED,3
SDNOPPUAF,123
SDNPTY,590
SDNRAD,6
SDNREB,14223
SDNREBCHR,1
SDNREF,5001
SDNREL,556
SDNSEP,2885
SDNSEPEDU,1
SDNSEPELI,29
SDNSEPLEG,6
SDNSEPMED,14
SDNSEPMIL,195
SDNSEPOPP,6
SDNSEPREB,512
SDNSEPUAF,13
SDNSET,1
SDNSPY,246
SDNTAM,1
SDNUAF,1265
SEA,36972
SEAAGR,5
SEABUD,1
SEABUS,278
SEACHR,15
SEACHRPRO,1
SEACOP,33
SEACRM,3734
SEACRMBUS,1
SEACRMCOP,1
SEACRMCRM,128
SEACRMCVL,2
SEACRMMIL,1
SEACVL,162
SEAEDU,69
SEAELI,1
SEAENV,3
SEAGOV,1126
SEAGOVBUS,68
SEAGOVEDU,91
SEAGOVENV,26
SEAGOVHLH,91
SEAGOVLAB,3
SEAGOVMED,4
SEAGOVMIL,38
SEAHLH,2
SEAINS,1
SEAJUD,4
SEALAB,7
SEALEG,72
SEAMED,263
SEAMIL,60
SEAMOS,26
SEAMOSRAD,10
SEAMOSUAF,25
SEAOPP,15
SEAPTY,12
SEARAD,47
SEAREB,36
SEAREF,64
SEAREL,15
SEASEP,167
SEASET,5
SEASPY,23
SEAUAF,274
SEN,70734
SENAGR,26
SENBUS,163
SENCHR,10
SENCHRCTH,2
SENCOP,353
SENCRM,41
SENCVL,611
SENEDU,287
SENELI,1150
SENELIEDU,1
SENELIGOV,240
SENELIJUD,10
SENELILEG,1
SENELIOPP,26
SENELIPTY,5
SENENV,3
SENGOV,12869
SENGOVAGR,24
SENGOVBUS,98
SENGOVBUSGOVMED,9
SENGOVCOP,6
SENGOVDEV,2
SENGOVEDU,26
SENGOVELI,3
SENGOVENV,16
SENGOVHLH,93
SENGOVHRI,16
SENGOVJUD,36
SENGOVLAB,3
SENGOVMED,51
SENGOVMIL,68
SENGOVOPP,1
SENGOVPTY,12
SENGOVREL,2
SENHIN,1
SENHLH,73
SENHRI,14
SENINS,2
SENJUD,282
SENLAB,135
SENLEG,212
SENMED,592
SENMIL,822
SENMILGOV,15
SENMILSPY,4
SENMOS,42
SENOPP,548
SENPTY,298
SENRAD,4
SENREB,299
SENREF,101
SENREL,60
SENSAS,1
SENSEP,326
SENSPY,2
SENUAF,42
SEP,105453
SEPBUS,42
SEPCHR,19
SEPCOP,140
SEPCRM,101
SEPCVL,45
SEPEDU,17
SEPELI,55
SEPGOV,1867
SEPGOVHLH,1
SEPGOVMED,5
SEPGOVMIL,20
SEPHLH,17
SEPINS,1
SEPJUD,5
SEPLAB,18
SEPLEG,147
SEPMED,353
SEPMIL,1291
SEPMILSPY,3
SEPMOS,269
SEPMOSUAF,128
SEPOPP,308
SEPOPPUAF,1
SEPPTY,151
SEPRAD,16
SEPREB,2336
SEPREBBUD,1
SEPREBMOS,74
SEPREF,2
SEPREL,7
SEPSEA,12
SEPSEP,36
SEPSPY,120
SEPUAF,2807
SEPUAFMOS,3
SEPUIG,5
SET,33040
SETAGR,53
SETBUS,9
SETCOP,11
SETCRM,13
SETCVL,186
SETEDU,17
SETGOV,78
SETHLH,15
SETHRI,4
SETJEW,104
SETJUD,15
SETLEG,83
SETMED,242
SETMIL,7
SETOPP,88
SETPTY,4
SETRAD,22
SETSAS,1
SETUAF,31
SGP,188716
SGPAGR,1
SGPBUD,1
SGPBUS,6194
SGPCHR,16
SGPCHRCTH,5
SGPCHRPRO,10
SGPCOP,1268
SGPCRM,83
SGPCVL,902
SGPEDU,1544
SGPELI,1575
SGPELIBUS,8
SGPELICOP,9
SGPELIGOV,1605
SGPELIGOVBUS,15
SGPELIGOVMIL,40
SGPELIMIL,1
SGPENV,1
SGPGOV,26389
SGPGOVAGR,2
SGPGOVBUS,422
SGPGOVBUSGOVMED,30
SGPGOVCOP,4
SGPGOVDEV,271
SGPGOVDEVBUS,1
SGPGOVDEVELI,2
SGPGOVDEVGOVENV,7
SGPGOVEDU,413
SGPGOVEDUGOVMIL,58
SGPGOVELI,50
SGPGOVENV,103
SGPGOVGOVBUS,1
SGPGOVGOVENV,9
SGPGOVGOVPTY,1
SGPGOVHLH,372
SGPGOVHLHGOVDEV,13
SGPGOVHLHMED,1
SGPGOVJUD,3
SGPGOVLAB,130
SGPGOVLABGOVHLH,45
SGPGOVLEG,1
SGPGOVMED,332
SGPGOVMIL,905
SGPGOVPTY,33
SGPHLH,427
SGPHRI,5
SGPINS,1
SGPJEW,5
SGPJUD,1150
SGPLAB,152
SGPLEG,496
SGPMED,1391
SGPMIL,2040
SGPMOS,59
SGPMOSRAD,4
SGPMOSUAF,3
SGPOPP,181
SGPOPPDEV,2
SGPPTY,329
SGPRAD,1
SGPREB,14
SGPREF,12
SGPREL,99
SGPSEP,2
SGPSET,1
SGPSPY,53
SGPUAF,109
SHL,180
SHLCOP,2
SHLCVL,13
SHLGOV,41
SHLLEG,1
SHLMIL,2
SHLREF,1
SHLUAF,1
SHN,7540
SHN040,2
SHNAGR,4
SHNBUS,3
SHNCHR,2
SHNCOP,4
SHNCRM,19
SHNCVL,112
SHNEDU,10
SHNELI,9
SHNENV,1
SHNGOV,43
SHNHLH,10
SHNHRI,5
SHNJUD,14
SHNLAB,13
SHNLEG,50
SHNMED,26
SHNMIL,83
SHNNRM150,2
SHNNRM190,3
SHNNRM230,2
SHNNRM230REL,5
SHNNRM340,75
SHNNRM348,1
SHNNRM374,3
SHNNRM393,29
SHNNRM393MED,1
SHNOPP,22
SHNPTY,17
SHNREB,293
SHNREF,30
SHNREL,105
SHNSEP,17
SHNUAF,35
SID,73
SIDAGR,1
SIDCVL,7
SIDEDU,2
SIDSEP,9
SIK,18841
SIK010,1006
SIK010BUS,2
SIK010CVL,3
SIK010EDU,81
SIK010GOV,4
SIK010IMG,7
SIK010MED,4
SIK010MIL,5
SIK010OPP,2
SIK010RAD,4
SIK010REB,1
SIK010SEP,2
SIK010SPY,4
SIK010UAF,69
SIK011,68
SIK011CVL,2
SIK100,75
SIK100CVL,4
SIKAGR,21
SIKBUS,27
SIKCHRCTH,86
SIKCOP,100
SIKCRM,23
SIKCVL,1370
SIKEDU,360
SIKELI,7
SIKGOV,157
SIKGOVHLH,1
SIKHLH,7
SIKHRI,6
SIKJUD,27
SIKLAB,16
SIKLEG,47
SIKMED,68
SIKMIL,112
SIKOPP,275
SIKPTY,225
SIKRAD,1263
SIKREB,122
SIKREF,18
SIKREL,956
SIKSEP,617
SIKSPY,1
SIKUAF,3008
SIN,4852
SINAGR,24
SINBUD,11
SINBUS,5
SINCHR,2
SINCOP,32
SINCRM,11
SINCVL,625
SINEDU,29
SINELI,2
SINGOV,108
SINHLH,13
SINJUD,1
SINLAB,12
SINLEG,8
SINMED,17
SINMIL,48
SINOPP,31
SINPTY,9
SINRAD,183
SINREB,45
SINREF,7
SINREL,10
SINSET,6
SINUAF,113
SLA,1885
SLABUS,2
SLACHR,2
SLACOP,2
SLACRM,7
SLACVL,91
SLAEDU,61
SLAELI,1
SLAGOV,18
SLALEG,11
SLAMED,2
SLAMIL,5
SLAOPP,4
SLAPTY,1
SLAREB,4
SLAREL,2
SLASEP,27
SLAUAF,4
SLB,20839
SLBAGR,2
SLBBUS,48
SLBCHR,21
SLBCHRCTH,4
SLBCOP,774
SLBCRM,2
SLBCVL,167
SLBEDU,71
SLBELI,317
SLBELIGOV,63
SLBELIGOVDEV,2
SLBELILEG,1
SLBELIOPP,9
SLBELIPTY,1
SLBENV,2
SLBGOV,4260
SLBGOVAGR,51
SLBGOVBUS,116
SLBGOVBUSGOVAGR,1
SLBGOVBUSGOVMED,2
SLBGOVCOP,12
SLBGOVDEV,11
SLBGOVDEVGOVMED,1
SLBGOVEDU,16
SLBGOVELI,7
SLBGOVENV,7
SLBGOVENVELI,2
SLBGOVHLH,22
SLBGOVHRI,1
SLBGOVJUD,1
SLBGOVMED,2
SLBGOVMIL,12
SLBGOVOPP,32
SLBGOVPTY,2
SLBHLH,50
SLBJUD,120
SLBLAB,12
SLBLEG,135
SLBMED,445
SLBMIL,73
SLBOPP,51
SLBPTY,37
SLBREB,154
SLBREF,3
SLBREL,22
SLBSEP,70
SLBUAF,144
SLE,93024
SLEAGR,71
SLEBUS,428
SLECHR,24
SLECHRCTH,3
SLECHRPRO,12
SLECOP,1079
SLECRM,45
SLECVL,1274
SLEEDU,749
SLEELI,1351
SLEELICOP,1
SLEELIGOV,144
SLEELIGOVMIL,12
SLEELIINS,4
SLEELILEG,1
SLEELIMIL,64
SLEELIOPP,6
SLEELIPTY,7
SLEGOV,13289
SLEGOVAGR,107
SLEGOVBUS,202
SLEGOVBUSEDU,11
SLEGOVBUSGOVMED,1
SLEGOVBUSMIL,1
SLEGOVCOP,27
SLEGOVDEV,18
SLEGOVEDU,51
SLEGOVENV,38
SLEGOVGOVMIL,9
SLEGOVHLH,92
SLEGOVHRI,37
SLEGOVINS,2
SLEGOVJUD,18
SLEGOVLAB,16
SLEGOVMED,317
SLEGOVMIL,471
SLEGOVOPP,1
SLEGOVPTY,16
SLEGOVUAF,2
SLEHLH,195
SLEHRI,9
SLEINS,37
SLEJUD,1560
SLELAB,51
SLELEG,265
SLEMED,972
SLEMEN,770
SLEMENBUS,1
SLEMENCHRCTH,1
SLEMENCVL,34
SLEMENMED,3
SLEMENMIL,23
SLEMENREB,1
SLEMENREL,1
SLEMENSPY,2
SLEMENUAF,132
SLEMIL,1646
SLEMILCOP,7
SLEMILGOV,3
SLEMOS,25
SLEOPP,285
SLEPTY,67
SLEREB,5725
SLEREBCRM,9
SLEREBELI,16
SLEREBGOV,23
SLEREBMED,12
SLEREBMIL,6
SLEREBOPP,1
SLEREBPTY,6
SLEREBUAF,19
SLEREF,981
SLEREL,154
SLESET,1
SLESLEMEN,12
SLESPY,6
SLEUAF,118
SLR,503
SLRBUS,1
SLRCOP,4
SLRCVL,9
SLRGOV,2
SLRJUD,1
SLRLEG,7
SLRMED,1
SLRMIL,2
SLV,83666
SLVAGR,26
SLVBUS,120
SLVCHR,56
SLVCHRCTH,24
SLVCHRPRO,3
SLVCOP,677
SLVCRM,163
SLVCVL,1092
SLVEDU,201
SLVELI,875
SLVELICOP,2
SLVELIGOV,92
SLVELIJUD,1
SLVELIOPP,2
SLVELIPTY,9
SLVELIREB,5
SLVENV,2
SLVGOV,12155
SLVGOVAGR,25
SLVGOVBUS,15
SLVGOVCHR,41
SLVGOVCVL,3
SLVGOVDEV,1
SLVGOVEDU,25
SLVGOVELI,2
SLVGOVENV,24
SLVGOVGOVEDU,2
SLVGOVGOVPTY,2
SLVGOVHLH,50
SLVGOVHRI,179
SLVGOVJUD,5
SLVGOVLAB,7
SLVGOVMED,14
SLVGOVMIL,344
SLVGOVPTY,20
SLVHLH,104
SLVHRI,9
SLVJUD,638
SLVLAB,137
SLVLEG,518
SLVMED,458
SLVMIL,3140
SLVMILCOP,4
SLVMILGOV,7
SLVMILJUD,4
SLVOPP,217
SLVOPPUAF,5
SLVPTY,181
SLVRAD,6
SLVREB,4067
SLVREBELI,6
SLVREBGOV,3
SLVREBMIL,5
SLVREBOPP,4
SLVREBUAF,3
SLVREF,173
SLVREL,1149
SLVSEP,8
SLVSPY,14
SLVUAF,132
SMI,12742
SMIAGR,5
SMIBUS,13
SMICOP,27
SMICVL,50
SMIEDU,88
SMIELI,7
SMIGOV,236
SMIGOVBUS,11
SMIGOVEDU,11
SMIGOVLAB,1
SMIGOVMED,11
SMIHLH,4
SMIJUD,50
SMILAB,3
SMILEG,70
SMIMED,461
SMIMIL,99
SMIMILGOV,10
SMIMOS,3
SMIOPP,23
SMIPTY,3
SMIREL,1
SMISPY,4
SMIUAF,4
SMR,1408
SMRBUS,17
SMRCHR,10
SMRCOP,13
SMRCVL,8
SMREDU,2
SMRELI,8
SMRGOV,132
SMRGOVBUS,7
SMRGOVEDU,5
SMRHLH,2
SMRJUD,4
SMRLAB,3
SMRLEG,2
SMRMED,3
SMRMIL,5
SMRPTY,2
SMRREL,1
SNA,1209
SNACOP,2
SNACVL,8
SNAEDU,1
SNAGOV,9
SNAGOVHLH,107
SNAMED,1
SNAMIL,1
SNAOPP,1
SNAREB,2
SND,1029
SNDAGR,1
SNDBUS,9
SNDCOP,1
SNDCVL,35
SNDEDU,19
SNDGOV,4
SNDHLH,2
SNDLEG,10
SNDMED,53
SNDOPP,1
SNDPTY,8
SNDREF,1
SNDREL,1
SNDSEACRM,1
SNDSEP,24
SNK,8
SNKCVL,6
SOM,328193
SOMAGR,70
SOMBUS,850
SOMCHR,48
SOMCHRCTH,3
SOMCOP,3232
SOMCRM,16532
SOMCVL,6917
SOMEDU,895
SOMELI,2516
SOMELICOP,2
SOMELIGOV,356
SOMELIGOVMIL,1
SOMELIMIL,12
SOMELIMOS,1
SOMELIOPP,30
SOMELIREB,5
SOMELIREL,7
SOMGOV,40815
SOMGOVAGR,95
SOMGOVAGREDU,1
SOMGOVBUS,16
SOMGOVBUSGOVAGR,1
SOMGOVCOP,2
SOMGOVCRM,3
SOMGOVDEV,30
SOMGOVEDU,110
SOMGOVELI,8
SOMGOVENV,1
SOMGOVHLH,95
SOMGOVHRI,3
SOMGOVJUD,4
SOMGOVLAB,11
SOMGOVLEG,1
SOMGOVMED,241
SOMGOVMIL,577
SOMGOVOPP,1
SOMGOVPTY,21
SOMGOVREL,6
SOMHLH,930
SOMHRI,29
SOMIMG,3
SOMJUD,517
SOMJUDMOS,21
SOMJUDREL,2
SOMLAB,395
SOMLEG,4818
SOMMED,6289
SOMMIL,5770
SOMMILGOV,6
SOMMILJUD,3
SOMMILSPY,1
SOMMOS,1073
SOMMOSRAD,17
SOMMOSREB,8
SOMMOSUAF,66
SOMOPP,777
SOMOPPUAF,121
SOMPTY,474
SOMRAD,227
SOMREB,3083
SOMREBMOS,2
SOMREF,4796
SOMREL,330
SOMSEP,203
SOMSPY,171
SOMUAF,6402
SON,93
SONGOV,1
SOT,181
SOTCVL,2
SOTELI,2
SOTLAB,6
SPY,214279
SPYAGR,89
SPYBUS,1395
SPYCOP,545
SPYCRM,36
SPYCVL,28
SPYEDU,101
SPYELI,401
SPYGOV,4151
SPYGOVBUS,4
SPYGOVCOP,15
SPYGOVDEV,2
SPYGOVEDU,1
SPYGOVMED,5
SPYGOVMIL,4
SPYHLH,8
SPYJUD,28
SPYLAB,207
SPYLEG,91
SPYMED,387
SPYMIL,757
SPYMILSPY,7
SPYOPP,19
SPYPTY,2
SPYRAD,1
SPYREB,3
SPYSEP,2
SPYSPY,870
SPYUAF,28
SRD,343
SRDBUS,6
SRDCOP,5
SRDCRM,16
SRDCVL,13
SRDGOV,6
SRDJUD,5
SRDMED,1
SRDSEP,2
SRP,78368
SRPCHR,21
SRPCOP,8
SRPCRM,26
SRPCVL,73
SRPEDU,8
SRPELI,1
SRPGOV,47
SRPHLH,1
SRPJUD,6
SRPLEG,171
SRPMED,3
SRPMIL,31
SRPMOS,2
SRPOPP,6
SRPPTY,105
SRPRAD,12
SRPREB,1723
SRPREF,71
SRPSEP,214
SRPSPY,1
SRPUAF,26
SRR,4
SSD,58637
SSDAGR,8
SSDBUS,92
SSDCHR,45
SSDCHRCTH,12
SSDCOP,271
SSDCRM,14
SSDCVL,1071
SSDEDU,256
SSDELI,828
SSDELICOP,2
SSDELIGOV,297
SSDELIMIL,7
SSDELIPTY,1
SSDELISEP,2
SSDGOV,6718
SSDGOVAGR,20
SSDGOVBUS,14
SSDGOVCOP,3
SSDGOVDEV,4
SSDGOVEDU,17
SSDGOVENV,5
SSDGOVGOVMED,9
SSDGOVGOVMIL,2
SSDGOVHLH,26
SSDGOVHRI,12
SSDGOVLAB,4
SSDGOVMED,86
SSDGOVMIL,41
SSDGOVPTY,102
SSDHLH,69
SSDHRI,13
SSDJEW,4
SSDJUD,30
SSDLAB,31
SSDLEG,349
SSDMED,296
SSDMIL,1492
SSDMILCOP,2
SSDMILGOV,1
SSDMILSPY,5
SSDMOS,6
SSDOPP,87
SSDPTY,126
SSDREB,525
SSDREBCHR,4
SSDREF,259
SSDREL,57
SSDSEP,688
SSDSEPELI,3
SSDSEPGOV,1
SSDSEPMIL,6
SSDSEPREB,46
SSDSPY,14
SSDUAF,134
STP,9697
STPAGR,1
STPBUS,24
STPCHR,3
STPCHRPRO,11
STPCOP,45
STPCVL,77
STPEDU,7
STPELI,360
STPELIGOV,155
STPELIGOVENV,6
STPELIGOVMIL,4
STPELIMED,1
STPELIPTY,2
STPGOV,2613
STPGOVBUS,13
STPGOVDEV,4
