actor,count
BEJOPP,5
BEJREB,12
BEJREL,1
BEJUAF,2
BEL,338462
BELAGR,90
BELBUS,2224
BELCHR,68
BELCHRCTH,21
BELCHRPRO,2
BELCOP,2149
BELCRM,311
BELCVL,1554
BELEDU,1505
BELELI,1370
BELELIBUS,1
BELELICHR,1
BELELICOP,2
BELELIGOV,287
BELELIGOVAGR,7
BELELILEG,1
BELELIPTY,9
BELENV,2
BELGOV,42099
BELGOVAGR,169
BELGOVBUS,348
BELGOVCHR,6
BELGOVCOP,2
BELGOVDEV,181
BELGOVDEVGOVENV,2
BELGOVDEVLEG,1
BELGOVDEVMIL,2
BELGOVEDU,11
BELGOVELI,8
BELGOVENV,78
BELGOVGOVLAB,1
BELGOVGOVMED,1
BELGOVHLH,183
BELGOVJUD,94
BELGOVLAB,26
BELGOVMED,131
BELGOVMIL,1747
BELGOVMILCHR,2
BELGOVPTY,3
BELHLH,345
BELHRI,7
BELINS,2
BELJEW,26
BELJUD,1985
BELLAB,224
BELLEG,2242
BELMED,4154
BELMIL,1309
BELMILCOP,7
BELMILGOV,12
BELMILSPY,4
BELMOS,27
BELOPP,266
BELOPPEDU,1
BELPTY,357
BELRAD,16
BELREB,57
BELREF,59
BELREL,464
BELSEP,6
BELSPY,24
BELUAF,100
BEM,1476
BEMCOP,5
BEMCRM,2
BEMCVL,1
BEMGOV,41
BEMJUD,11
BEMLAB,1
BEMLEG,10
BEMMED,7
BEMMIL,3
BEMOPP,1
BEMREB,31
BEMUAF,13
BEN,28851
BENAGR,7
BENBUS,108
BENCHR,20
BENCOP,148
BENCRM,42
BENCVL,333
BENEDU,565
BENELI,327
BENELICRM,1
BENELIGOV,120
BENELIHLH,2
BENELILEG,1
BENELIMIL,5
BENELIOPP,4
BENELIPTY,4
BENGOV,4076
BENGOVAGR,16
BENGOVBUS,20
BENGOVCOP,2
BENGOVDEV,5
BENGOVEDU,4
BENGOVELI,2
BENGOVENV,45
BENGOVHLH,18
BENGOVHRI,7
BENGOVLAB,3
BENGOVMED,32
BENGOVMIL,115
BENHLH,50
BENHRI,4
BENJUD,139
BENLAB,38
BENLEG,144
BENMED,262
BENMIL,144
BENMOS,10
BENOPP,27
BENOPPEDU,1
BENPTY,14
BENREB,25
BENREF,36
BENREL,36
BENSEACRM,2
BENSEP,6
BENSET,92
BENSPY,2
BENUAF,8
BER,1764
BERCHR,1
BERCOP,6
BERCRM,2
BERCVL,105
BEREDU,10
BERGOV,5
BERHRI,1
BERLEG,36
BERMED,2
BEROPP,60
BERPTY,6
BERREB,2
BERUAF,31
BEY,5
BFA,28091
BFAAGR,26
BFABUS,31
BFACHR,5
BFACOP,83
BFACVL,330
BFAEDU,104
BFAELI,438
BFAELIGOV,431
BFAELIHLH,2
BFAELIMED,2
BFAELIMIL,23
BFAGOV,6053
BFAGOVAGR,76
BFAGOVBUS,8
BFAGOVDEV,8
BFAGOVEDU,9
BFAGOVELI,3
BFAGOVENV,28
BFAGOVGOVPTY,2
BFAGOVHLH,36
BFAGOVHRI,7
BFAGOVJUD,1
BFAGOVLAB,7
BFAGOVMED,18
BFAGOVMIL,53
BFAGOVPTY,13
BFAHLH,10
BFAHRI,4
BFAINS,1
BFAJUD,83
BFALAB,21
BFALEG,80
BFAMED,249
BFAMIL,130
BFAMILGOV,1
BFAMILJUD,3
BFAOPP,63
BFAOPPEDU,1
BFAPTY,10
BFAREB,13
BFAREF,11
BFAREL,11
BFASET,8
BFASPY,1
BFAUAF,9
BGD,246399
BGDAGR,184
BGDBUS,2904
BGDCHR,64
BGDCHRCTH,2
BGDCOP,6328
BGDCRM,523
BGDCVL,4795
BGDEDU,4120
BGDELI,7147
BGDELIBUS,2
BGDELICOP,5
BGDELIEDU,6
BGDELIGOV,536
BGDELIGOVEDU,1
BGDELIJUD,92
BGDELILEG,33
BGDELIMIL,1
BGDELIOPP,464
BGDELIPTY,41
BGDELIREB,4
BGDENV,12
BGDGOV,38321
BGDGOVAGR,1210
BGDGOVBUS,589
BGDGOVBUSELI,2
BGDGOVCOP,38
BGDGOVDEV,21
BGDGOVEDU,263
BGDGOVELI,39
BGDGOVENV,26
BGDGOVENVELI,1
BGDGOVGOVEDU,9
BGDGOVGOVPTY,1
BGDGOVHLH,235
BGDGOVHLHCVL,5
BGDGOVHLHELI,1
BGDGOVHLHGOVLAB,6
BGDGOVHRI,30
BGDGOVJUD,400
BGDGOVJUDELI,3
BGDGOVJUDGOVEDU,7
BGDGOVLAB,42
BGDGOVMED,392
BGDGOVMIL,78
BGDGOVOPP,2
BGDGOVPTY,82
BGDGOVREL,14
BGDGOVUAF,1
BGDHIN,2
BGDHLH,575
BGDHRI,37
BGDINS,6
BGDJEW,8
BGDJUD,2863
BGDLAB,1520
BGDLEG,1210
BGDMED,4749
BGDMIL,3618
BGDMILCOP,4
BGDMILGOV,10
BGDMILJUD,2
BGDMILSPY,5
BGDMOS,216
BGDMOSRAD,3
BGDMOSREB,3
BGDMOSUAF,36
BGDOPP,2257
BGDOPPEDU,7
BGDOPPHLH,1
BGDOPPLAB,3
BGDOPPMED,1
BGDPTY,337
BGDRAD,29
BGDREB,362
BGDREF,622
BGDREL,160
BGDSEACRM,2
BGDSEP,102
BGDSET,53
BGDSPY,86
BGDUAF,346
BGR,259910
BGRAGR,96
BGRBUS,2503
BGRCHR,42
BGRCHRCTH,3
BGRCHRPRO,2
BGRCOP,2448
BGRCRM,299
BGRCVL,3705
BGREDU,1089
BGRELI,3236
BGRELIBUS,6
BGRELICOP,2
BGRELIEDU,5
BGRELIGOV,647
BGRELIJUD,1
BGRELILAB,1
BGRELILEG,4
BGRELIMIL,2
BGRELIOPP,9
BGRELIPTY,68
BGRELIREL,2
BGRENV,21
BGRGOV,60581
BGRGOVAGR,771
BGRGOVBUS,1227
BGRGOVBUSELI,4
BGRGOVBUSGOVMED,35
BGRGOVDEV,632
BGRGOVDEVCRM,1
BGRGOVDEVCVL,1
BGRGOVDEVMIL,1
BGRGOVDEVPTY,3
BGRGOVEDU,184
BGRGOVELI,58
BGRGOVENV,180
BGRGOVGOVAGR,1
BGRGOVGOVEDU,3
BGRGOVGOVMIL,6
BGRGOVHLH,319
BGRGOVJUD,596
BGRGOVJUDELI,1
BGRGOVLAB,178
BGRGOVLEG,2
BGRGOVMED,854
BGRGOVMIL,3187
BGRGOVOPP,3
BGRGOVPTY,78
BGRGOVREL,2
BGRHLH,1800
BGRJEW,2
BGRJUD,1550
BGRLAB,808
BGRLEG,2971
BGRMED,4806
BGRMIL,3959
BGRMILCOP,7
BGRMILGOV,29
BGRMILSPY,16
BGRMOS,14
BGROPP,438
BGROPPMED,7
BGRPTY,426
BGRREB,52
BGRREF,109
BGRREL,333
BGRSEP,2
BGRSET,2
BGRSPY,204
BGRUAF,53
BHO,163
BHOCVL,1
BHOELI,14
BHR,139181
BHRAGR,12
BHRBUS,1556
BHRCHR,8
BHRCOP,1949
BHRCRM,49
BHRCVL,1212
BHREDU,693
BHRELI,100
BHRENV,1
BHRGOV,21410
BHRGOVAGR,1
BHRGOVBUS,499
BHRGOVDEV,1
BHRGOVEDU,55
BHRGOVELI,1
BHRGOVENV,10
BHRGOVGOVAGR,2
BHRGOVHLH,127
BHRGOVHRI,3
BHRGOVJUD,37
BHRGOVLAB,141
BHRGOVMED,152
BHRGOVMIL,144
BHRGOVPTY,2
BHRHLH,299
BHRHRI,1058
BHRJEW,13
BHRJUD,479
BHRLAB,341
BHRLEG,778
BHRMED,3535
BHRMIL,1065
BHRMILCOP,4
BHRMILJUD,8
BHRMOS,153
BHROPP,3019
BHROPPEDU,2
BHROPPMED,3
BHROPPUAF,14
BHRPTY,60
BHRRAD,3
BHRREB,244
BHRREF,39
BHRREL,197
BHRSAS,2
BHRSEP,14
BHRSPY,35
BHRUAF,24
BHS,55444
BHSAGR,19
BHSBUS,486
BHSCHR,117
BHSCHRPRO,3
BHSCOP,781
BHSCRM,30
BHSCVL,450
BHSEDU,314
BHSELI,428
BHSELIGOV,64
BHSELIOPP,97
BHSELIPTY,26
BHSGOV,4775
BHSGOVAGR,76
BHSGOVAGRMED,12
BHSGOVBUS,676
BHSGOVBUSGOVENV,1
BHSGOVBUSGOVMED,10
BHSGOVBUSJUD,1
BHSGOVBUSLEG,6
BHSGOVBUSMED,5
BHSGOVCOP,1
BHSGOVDEV,91
BHSGOVDEVELI,2
BHSGOVDEVGOVLAB,80
BHSGOVDEVLEG,6
BHSGOVEDU,207
BHSGOVEDUELI,1
BHSGOVELI,22
BHSGOVENV,141
BHSGOVGOVMIL,1
BHSGOVHLH,144
BHSGOVHLHOPP,2
BHSGOVJUD,41
BHSGOVLAB,22
BHSGOVLABLEG,5
BHSGOVLEG,3
BHSGOVMED,30
BHSGOVMEDGOVEDU,11
BHSGOVMIL,368
BHSGOVMILELI,1
BHSGOVMILLEG,4
BHSGOVOPP,7
BHSGOVPTY,15
BHSHLH,117
BHSHRI,1
BHSJEW,6
BHSJUD,839
BHSLAB,66
BHSLEG,222
BHSMED,173
BHSMIL,304
BHSOPP,34
BHSPTY,17
BHSREF,3
BHSREL,131
BHSUAF,1
BIH,1146
BIHBUS,6
BIHCRM,13
BIHCVL,57
BIHEDU,13
BIHGOV,15
BIHJUD,4
BIHLAB,7
BIHLEG,6
BIHMIL,1
BIHOPP,2
BIHPTY,1
BIHRAD,2
BIHREF,4
BIHUAF,1
BIK,95
BIKBUS,3
BIKLAB,1
BIKLEG,3
BKE,9
BKECVL,2
BKEGOV,4
BKN,27
BKNREB,4
BKW,16
BKWGOV,2
BLG,174
BLGCOP,1
BLGCVL,13
BLGGOV,2
BLGMIL,1
BLGREB,1
BLK,39
BLN,53
BLNCVL,19
BLNMIL,2
BLR,191562
BLRAGR,10
BLRBUS,1003
BLRCHR,236
BLRCHRCTH,26
BLRCOP,2413
BLRCRM,73
BLRCVL,1745
BLREDU,400
BLRELI,2442
BLRELIBUS,2
BLRELICOP,1
BLRELIGOV,1727
BLRELILEG,2
BLRELIMED,4
BLRELIPTY,12
BLRENV,1
BLRGOV,40409
BLRGOVAGR,58
BLRGOVAGRCOP,1
BLRGOVBUS,587
BLRGOVBUSGOVMED,1
BLRGOVEDU,58
BLRGOVENV,20
BLRGOVGOVJUD,23
BLRGOVGOVMIL,3
BLRGOVHLH,75
BLRGOVHRI,2
BLRGOVJUD,314
BLRGOVJUDCOP,1
BLRGOVLAB,17
BLRGOVLEG,2
BLRGOVMED,164
BLRGOVMIL,1405
BLRGOVPTY,5
BLRHLH,115
BLRHRI,79
BLRJEW,12
BLRJUD,1705
BLRLAB,234
BLRLEG,2453
BLRMED,3802
BLRMIL,1542
BLRMILSPY,1
BLROPP,3329
BLROPPDEV,1
BLROPPMED,42
BLROPPUAF,17
BLRPTY,818
BLRRAD,1
BLRREB,13
BLRREF,16
BLRREL,74
BLRSEP,24
BLRSPY,26
BLRUAF,123
BLZ,22228
BLZAGR,17
BLZBUS,304
BLZCHR,7
BLZCHRCTH,1
BLZCOP,593
BLZCRM,18
BLZCVL,420
BLZEDU,239
BLZELI,407
BLZELIGOV,42
BLZELIGOVMIL,2
BLZELIJUD,1
BLZELIOPP,9
BLZELIPTY,3
BLZGOV,3554
BLZGOVAGR,86
BLZGOVAGRGOVLAB,1
BLZGOVBUS,34
BLZGOVBUSGOVHLH,2
BLZGOVCOP,12
BLZGOVCOPLEG,1
BLZGOVDEV,44
BLZGOVEDU,75
BLZGOVENV,9
BLZGOVGOVEDU,1
BLZGOVGOVENV,2
BLZGOVGOVHLH,4
BLZGOVGOVLAB,2
BLZGOVGOVMED,1
BLZGOVGOVMIL,12
BLZGOVHLH,40
BLZGOVHRI,9
BLZGOVLAB,2
BLZGOVLEG,4
BLZGOVMED,79
BLZGOVMIL,4656
BLZGOVOPP,1
BLZGOVPTY,5
BLZHLH,127
BLZHRI,3
BLZJUD,389
BLZLAB,34
BLZLEG,143
BLZMED,71
BLZMIL,295
BLZOPP,24
BLZOPPUAF,2
BLZPTY,5
BLZREL,16
BLZSET,3
BLZUAF,1
BMR,7
BMU,44846
BMUAGR,31
BMUBUS,396
BMUCHR,19
BMUCOP,1037
BMUCRM,25
BMUCVL,228
BMUEDU,336
BMUELI,276
BMUELICOP,1
BMUELIGOV,16
BMUELIGOVMED,2
BMUELIJUD,22
BMUELIMIL,4
BMUENV,3
BMUGOV,2439
BMUGOVAGR,2
BMUGOVBUS,613
BMUGOVCOP,4
BMUGOVEDU,17
BMUGOVEDUELI,1
BMUGOVELI,2
BMUGOVENV,13
BMUGOVHLH,16
BMUGOVJUD,7
BMUGOVLAB,8
BMUGOVMED,18
BMUGOVMIL,17
BMUGOVOPP,1
BMUGOVPTY,2
BMUGOVREL,2
BMUHLH,139
BMUJEW,2
BMUJUD,1202
BMULAB,47
BMULEG,71
BMUMED,171
BMUMIL,54
BMUOPP,49
BMUPTY,18
BMUREB,3
BMUREF,1
BMUREL,32
BMUUAF,7
BNT,918
BNTAGR,4
BNTCVL,35
BNTEDU,6
BNTGOV,111
BNTGOVENV,5
BNTJUD,6
BNTLEG,1
BNTMIL,10
BNTOPP,2
BNTPTY,17
BNTREF,16
BNY,101
BNYCVL,8
BNYEDU,5
BNYPTY,1
BNYREB,1
BNYREF,3
BOD,2274
BODCOP,25
BODCRM,4
BODCVL,54
BODEDU,60
BODELI,4
BODGOV,72
BODLAB,2
BODLEG,5
BODMED,4
BODOPP,4
BODPTY,2
BODRAD,7
BODREB,84
BODSEP,11
BODUAF,167
BOL,80358
BOLAGR,49
BOLBUD,2
BOLBUS,246
BOLCHR,9
BOLCHRCTH,1
BOLCHRPRO,9
BOLCOP,939
BOLCRM,92
BOLCVL,637
BOLEDU,229
BOLELI,1150
BOLELIAGR,2
BOLELICOP,45
BOLELICRM,1
BOLELIGOV,178
BOLELIJUD,2
BOLELILEG,20
BOLELIMED,1
BOLELIMIL,2
BOLELIOPP,36
BOLELIPTY,22
BOLENV,1
BOLGOV,15901
BOLGOVAGR,18
BOLGOVBUS,42
BOLGOVCOP,2
BOLGOVDEV,17
BOLGOVEDU,16
BOLGOVENV,2
BOLGOVHLH,51
BOLGOVHRI,4
BOLGOVJUD,2
BOLGOVLAB,15
BOLGOVLEG,1
BOLGOVMED,21
BOLGOVMIL,273
BOLGOVPTY,12
BOLGOVRAD,1
BOLHLH,134
BOLHRI,5
BOLJUD,371
BOLLAB,202
BOLLEG,554
BOLMED,620
BOLMIL,751
BOLMILGOV,4
BOLOPP,225
BOLOPPUAF,2
BOLPTY,80
BOLRAD,3
BOLREB,90
BOLREF,10
BOLREL,93
BOLSEP,5
BOLSET,2
BOLSPY,18
BOLUAF,55
BON,38
BONCVL,1
BONGOV,2
BOS,3343
BOSCOP,1
BOSCVL,24
BOSLEG,31
BOSMED,2
BOSPTY,13
BOSRAD,1
BOSREF,3
BOU,6
BRA,295961
BRAAGR,232
BRABUS,3796
BRACHR,77
BRACHRCTH,62
BRACHRPRO,7
BRACOP,2744
BRACRM,398
BRACVL,1864
BRAEDU,1261
BRAELI,1571
BRAELICRM,1
BRAELIGOV,247
BRAELIGOVENV,12
BRAELILEG,84
BRAELIOPP,2
BRAELIPTY,3
BRAENV,39
BRAGOV,50406
BRAGOVAGR,352
BRAGOVBUS,717
BRAGOVBUSELI,1
BRAGOVBUSGOVMED,1
BRAGOVCOP,1
BRAGOVDEV,63
BRAGOVEDU,146
BRAGOVELI,29
BRAGOVENV,579
BRAGOVGOVDEV,12
BRAGOVGOVEDU,9
BRAGOVHLH,380
BRAGOVHRI,71
BRAGOVJUD,192
BRAGOVLAB,124
BRAGOVMED,204
BRAGOVMIL,1120
BRAGOVMILELI,1
BRAGOVPTY,42
BRAGOVREB,1
BRAHIN,1
BRAHLH,597
BRAHRI,8
BRAINS,5
BRAJEW,37
BRAJUD,2032
BRALAB,316
BRALEG,2284
BRAMED,2874
BRAMIL,2970
BRAMILCOP,89
BRAMILGOV,2
BRAMILJUD,3
BRAMILSPY,2
BRAMOS,5
BRAOPP,239
BRAPTY,226
BRARAD,1
BRAREB,69
BRAREF,41
BRAREL,671
BRASET,1
BRASPY,118
BRAUAF,134
BRB,14615
BRBAGR,7
BRBBUS,126
BRBCHR,6
BRBCOP,133
BRBCRM,16
BRBCVL,73
BRBEDU,57
BRBELI,209
BRBELICOP,5
BRBELIGOV,11
BRBELIJUD,1
BRBELILEG,1
BRBELIOPP,21
BRBGOV,2792
BRBGOVAGR,36
BRBGOVAGRLEG,5
BRBGOVBUS,187
BRBGOVBUSGOVMED,7
BRBGOVBUSLEG,24
BRBGOVCOP,7
BRBGOVCVL,1
BRBGOVDEV,23
BRBGOVDEVGOVEDU,8
BRBGOVEDU,9
BRBGOVELI,4
BRBGOVENV,16
BRBGOVHLH,38
BRBGOVJUD,39
BRBGOVLAB,23
BRBGOVLABLEG,2
BRBGOVLEG,13
BRBGOVMED,12
BRBGOVMIL,6
BRBGOVREF,1
BRBHLH,13
BRBJUD,441
BRBLAB,62
BRBLEG,72
BRBMED,81
BRBMIL,84
BRBMOS,2
BRBOPP,51
BRBPTY,7
BRBREB,1
BRBREL,16
BRBSPY,1
BRBUAF,1
BRE,3074
BREAGR,4
BREBUS,6
BRECHR,3
BRECOP,15
BRECVL,14
BREEDU,34
BREGOV,9
BREHLH,8
BRELAB,1
BRELEG,4
BREMED,10
BREMIL,2
BREOPP,9
BREPTY,2
BREREB,2
BREREL,3
BRESEP,35
BREUAF,11
BRH,13
BRK,36
BRN,43272
BRNAGR,2
BRNBUS,275
BRNCOP,204
BRNCRM,4
BRNCVL,168
BRNEDU,143
BRNELI,23
BRNGOV,3147
BRNGOVAGR,4
BRNGOVBUS,311
BRNGOVDEV,4
BRNGOVEDU,51
BRNGOVENV,18
BRNGOVHLH,37
BRNGOVMED,19
BRNGOVMIL,35
BRNGOVMOS,4
BRNGOVREL,21
BRNHLH,28
BRNJUD,93
BRNLAB,12
BRNLEG,60
BRNMED,143
BRNMIL,523
BRNMOS,25
BRNOPP,5
BRNPTY,5
BRNREB,2
BRNREF,2
BRNREL,8
BRNUAF,7
BSH,480
BSHCRM,1
BSHCVL,4
BSHJUD,5
BSHLEG,1
BSHMIL,2
BSHSEA,2
BSHUAF,1
BST,129
BSTCVL,18
BSTELI,2
BSTMIL,5
BSTUAF,1
BSU,20
BSUMIL,1
BTE,608
BTECRM,1
BTECVL,13
BTEGOV,20
BTELEG,2
BTEMED,1
BTEOPP,2
BTEPTY,4
BTEREL,1
BTK,202
BTKCHR,31
BTKCVL,6
BTKEDU,5
BTKGOV,2
BTKREB,3
BTN,22903
BTNAGR,8
BTNBUD,5
BTNBUS,112
BTNCHR,17
BTNCHRCTH,6
BTNCOP,185
BTNCRM,6
BTNCVL,252
BTNEDU,153
BTNELI,194
BTNELIBUS,1
BTNELIGOV,50
BTNELIGOVAGR,2
BTNELIGOVBUS,5
BTNENV,1
BTNGOV,4599
BTNGOVAGR,65
BTNGOVBUS,10
BTNGOVCOP,1
BTNGOVEDU,47
BTNGOVHLH,37
BTNGOVJUD,15
BTNGOVLAB,41
BTNGOVMED,35
BTNHLH,40
BTNHRI,29
BTNJUD,76
BTNLAB,9
BTNLEG,146
BTNMED,118
BTNMIL,267
BTNMOS,1
BTNOPP,94
BTNOPPDEV,1
BTNPTY,3
BTNREB,35
BTNREF,1858
BTNREL,60
BTNSEP,3
BTNSPY,2
BTNUAF,8
BUD,31984
BUDBUS,18
BUDCHR,12
BUDCHRCTH,34
BUDCOP,28
BUDCRM,5
BUDCVL,540
BUDEDU,334
BUDELI,13
BUDGOV,187
BUDGOVMED,1
BUDGOVMIL,1
BUDHLH,10
BUDJUD,11
BUDLAB,20
BUDLEG,181
BUDMAH,13
BUDMAH110,10
BUDMAH110EDU,4
BUDMAH110GOV,2
BUDMAH120,6
BUDMAH200,211
BUDMAH200CVL,2
BUDMAH200REL,17
BUDMAH210,1
BUDMAH220,3
BUDMAH221,5
BUDMAH223,7802
BUDMAH223BUS,2
BUDMAH223CHR,5
BUDMAH223COP,15
BUDMAH223CRM,1
BUDMAH223EDU,17
BUDMAH223ELI,7
BUDMAH223GOV,31
BUDMAH223GOVHLH,1
BUDMAH223HLH,2
BUDMAH223JUD,19
BUDMAH223MIL,10
BUDMAH223REL,2
BUDMAH230,4
BUDMAH231,138
BUDMAH231GOV,4
BUDMAH231REL,4
BUDMAH240,18
BUDMAH300,9
BUDMAH300REL,1
BUDMAH316,1
BUDMAH319,2
BUDMAH320,11
BUDMAH321,14
BUDMAH324,276
BUDMAH324GOV,11
BUDMAH324LEG,6
BUDMAH324REL,6
BUDMAH410,6
BUDMAH420,1167
BUDMAH420AGR,1
BUDMAH420BUS,4
BUDMAH420COP,4
BUDMAH420CVL,4
BUDMAH420EDU,2
BUDMAH420GOV,62
BUDMAH420JUD,47
BUDMAH420LEG,2
BUDMAH420MED,2
BUDMAH420OPP,2
BUDMAH500,28
BUDMED,24
BUDMIL,194
BUDMLN010,1819
BUDMLN010CRM,1
BUDMLN010EDU,1
BUDMLN010GOV,14
BUDMLN010HLH,8
BUDMLN010JUD,5
BUDMLN010LAB,4
BUDMLN010LEG,5
BUDMLN010MED,7
BUDMLN010MIL,1
BUDMLN010OPP,1
BUDMLN010REL,26
BUDMLN010SPY,1
BUDMLN010UAF,1
BUDMLN011,4
BUDMOS,10
BUDNRM010,69
BUDNRM010REL,1
BUDOPP,139
BUDPTY,14
BUDRAD,26
BUDREB,15
BUDREF,7
BUDREL,683
BUDSEP,4
BUDSET,1
BUDTHR410,5
BUDTHR440,39
BUDTHR490,1
BUDUAF,12
BUDVAJ,3
BUDVAJ200,6
BUDVAJ300,2
BUDVAJ400,927
BUDVAJ400CHRCTH,2
BUDVAJ400CVL,4
BUDVAJ400EDU,65
BUDVAJ400GOV,2
BUDVAJ400OPP,5
BUDVAJ400REL,25
BUDVAJ410,22
BUDVAJ410EDU,1
BUDVAJ420,110
BUDVAJ420EDU,12
BUDVAJ420REL,1
BUDVAJ422,48
BUDVAJ422EDU,4
BUDVAJ422REL,2
BUDVAJ423,7
BUDVAJ425,2
BUDVAJ430,19
BUDVAJ430EDU,6
BUDVAJ450,106
BUDVAJ450EDU,2
BUDVAJ450REL,12
BUDVAJ451,735
BUDVAJ451COP,1
BUDVAJ451CRM,1
BUDVAJ451CVL,7
BUDVAJ451GOV,3
BUDVAJ451MED,9
BUDVAJ451MIL,2
BUDVAJ452,5
BUG,140
BUGCOP,2
BUGCVL,10
BUGEDU,1
BUGGOV,4
BUGLEG,1
BUGMIL,6
BUS,2770179
BUSAGR,88
BUSBUS,23558
BUSCHR,192
BUSCOP,1429
BUSCRM,3872
BUSCVL,20782
BUSEDU,9457
BUSELI,1009
BUSENV,8
BUSGOV,23118
BUSGOVBUS,50
BUSGOVCOP,5
BUSGOVDEV,66
BUSGOVEDU,17
BUSGOVENV,5
BUSGOVHLH,24
BUSGOVLAB,4
BUSGOVMED,49
BUSGOVMIL,72
BUSGOVPTY,3
BUSHIN,9
BUSHLH,216
BUSHRI,8
BUSJEW,6
BUSJUD,3461
BUSLAB,11800
BUSLEG,10856
BUSMED,28452
BUSMIL,3280
BUSMILCOP,6
BUSMILSPY,4
BUSMOS,474
BUSOPP,202
BUSOPPMED,3
BUSPTY,55
BUSRAD,2
BUSREB,110
BUSREF,16
BUSREL,68
BUSSEA,3
BUSSEACRM,18
BUSSEP,3
BUSSET,10
BUSSPY,3034
BUSUAF,83
BWA,65182
BWAAGR,66
BWABUS,465
BWACHR,42
BWACHRCTH,7
BWACOP,830
BWACRM,26
BWACVL,737
BWAEDU,952
BWAELI,1059
BWAELICOP,4
BWAELIGOV,145
BWAELIMIL,7
BWAGOV,8742
BWAGOVAGR,55
BWAGOVBUS,354
BWAGOVBUSGOVMED,3
BWAGOVDEV,158
BWAGOVDEVGOVEDU,12
BWAGOVEDU,139
BWAGOVELI,6
BWAGOVENV,6
BWAGOVGOVDEV,7
BWAGOVGOVPTY,5
BWAGOVHLH,177
BWAGOVHLHEDU,11
BWAGOVJUD,41
BWAGOVLAB,121
BWAGOVLABGOVAGR,1
BWAGOVLABMIL,10
BWAGOVLEG,4
BWAGOVMED,108
BWAGOVMIL,86
BWAGOVPTY,23
BWAHLH,111
BWAHRI,41
BWAJUD,817
BWALAB,72
BWALEG,887
BWAMED,1221
BWAMIL,529
BWAMILSPY,2
BWAOPP,179
BWAPTY,1085
BWAREB,19
BWAREF,89
BWAREL,38
BWASET,2
BWASPY,11
BWAUAF,21
BYN,62
BYNMED,1
CAD,1136
CADCOP,15
CADCVL,10
CADEDU,38
CADELI,1
CADGOV,8
CADJUD,54
CADLEG,4
CADMED,1
CAF,30174
CAFAGR,1
CAFBUS,49
CAFCHR,10
CAFCHRCTH,1
CAFCHRPRO,6
CAFCOP,88
CAFCRM,27
CAFCVL,382
CAFEDU,56
CAFELI,1435
CAFELIBUS,1
CAFELICVL,4
CAFELIEDU,6
CAFELIGOV,323
CAFELIMED,1
CAFELIMIL,22
CAFELIMILGOV,3
CAFELIOPP,10
CAFELIREB,5
CAFELIUAF,1
CAFGOV,4893
CAFGOVBUS,43
CAFGOVDEV,2
CAFGOVEDU,6
CAFGOVELI,20
CAFGOVGOVMIL,2
CAFGOVHLH,26
CAFGOVINS,3
CAFGOVJUD,12
CAFGOVJUDEDU,1
CAFGOVLAB,1
CAFGOVMED,88
CAFGOVMIL,55
CAFGOVPTY,1
CAFGOVREB,2
CAFGOVUAF,1
CAFHLH,19
CAFINS,14
CAFJUD,208
CAFLAB,21
CAFLEG,47
CAFMED,158
CAFMIL,362
CAFMILGOV,2
CAFMILJUD,1
CAFOPP,78
CAFPTY,22
CAFREB,221
CAFREF,90
CAFREL,45
CAFSEP,10
CAFUAF,37
CAN,945091
CANAGR,1082
CANBUD,2
CANBUS,18761
CANCHR,591
CANCHRCTH,78
CANCHRPRO,3
CANCOP,19417
CANCRM,1809
CANCVL,14195
CANDEV,112
CANDEVGOV,2
CANDEVMED,1
CANEDU,22251
CANEDUBUS,2
CANEDUCOP,8
CANEDUCVL,18
CANEDUELI,3
CANEDUGOV,9
CANEDUHLH,1
CANEDUJUD,1
CANEDULAB,5
CANEDULEG,3
CANEDUMED,7
CANEDUMIL,7
CANEDUOPP,2
CANELI,6609
CANELIBUS,3
CANELICOP,7
CANELICRM,5
CANELICVL,4
CANELIEDU,2
CANELIGOV,1157
CANELIGOVCOP,9
CANELIGOVMIL,11
CANELIJUD,12
CANELILEG,2
CANELIMED,14
CANELIMIL,1
CANELIOPP,28
CANELIPTY,60
CANENV,122
CANGOV,116022
CANGOVAGR,1331
CANGOVAGRELI,2
CANGOVBUS,2603
CANGOVBUSELI,4
CANGOVBUSGOVENV,3
CANGOVBUSGOVMED,265
CANGOVBUSMED,1
CANGOVCOP,5
CANGOVCVL,2
CANGOVDEV,1686
CANGOVDEVBUS,2
CANGOVDEVGOVBUS,367
CANGOVDEVGOVHLH,151
CANGOVDEVGOVLAB,20
CANGOVDEVGOVMED,49
CANGOVDEVLEG,14
CANGOVEDU,573
CANGOVELI,97
CANGOVENV,3782
CANGOVENVCOP,1
CANGOVENVELI,15
CANGOVENVGOVBUS,3
CANGOVENVGOVHLH,3
CANGOVENVMED,1
CANGOVGOVAGR,4
CANGOVGOVBUS,87
CANGOVGOVDEV,3
CANGOVGOVENV,126
CANGOVGOVHRI,1
CANGOVGOVLAB,1
CANGOVGOVMED,20
CANGOVGOVMIL,273
CANGOVHLH,2477
CANGOVHLHMED,4
CANGOVHRI,534
CANGOVHRIELI,4
CANGOVHRIJUD,1
CANGOVJUD,393
CANGOVLAB,740
CANGOVLABGOVENV,2
CANGOVLEG,26
CANGOVMED,522
CANGOVMIL,3359
CANGOVMILELI,6
CANGOVMILMED,1
CANGOVOPP,12
